lang,text
eng,Everyone was screaming.
spa,Nos besamos el uno al otro.
fra,Quelle est la bonne chose à faire ?
fra,« Ça ne me dérange pas de continuer à bosser après le mariage. » dit-elle.
fra,Tu es sur le point de pleurer.
deu,Tragen die Mädchen da weiße Kleider?
fra,On dit qu'il était très riche.
eng,This has been an enlightening experience.
ita,Non andiamo a costruire università in Scozia?
ita,Cosa gli faranno?
fra,À quoi cela servira-t-il ?
spa,El capitán es el último en abandonar el barco.
eng,"Sorry, I can't reach it."
spa,Tiene muchos amigos.
ita,Era un grande periodo per Hollywood.
eng,Colonia is a Uruguayan department situated in the south-west of the country.
eng,The children's area is over there.
fra,Je voulais juste m'excuser.
spa,Rezumas amargura.
ita,Hai anche socializzato?
eng,She was observing the way that butterflies fly.
ita,Che cosa è successo ieri notte?
fra,"En cas de canicule, buvez beaucoup d'eau pour éviter la déshydratation."
spa,Ojalá me dejaras usar tu coche.
fra,Regardez l'image sur le mur.
fra,"Vite échauffé, vite refroidi."
ita,Fatevi la valigia!
fra,Ce chapitre du livre décrit le crime vu par les yeux du criminel.
fra,Les girafes se sont regroupées et tenues ensemble.
ita,Penso che tu conosca tutti qui.
ita,"Di che nazionalità erano le tue alunne? ""Camerunense."""
fra,J'ai dû beaucoup courir pour attraper le train.
fra,La liberté est plus précieuse que l'argent et l'or.
fra,Je vis une maison au toit rouge.
eng,The man stole my wallet.
deu,Tom hat echt Glück.
ita,"Sì, adesso lo riconosco!"
ita,Steven Spielberg è un regista.
eng,I have two watches.
eng,Mary takes a bus to her office.
deu,Völlerei ist eine Sünde.
deu,"Es ist schwierig, der Versuchung zu widerstehen."
deu,"Was tust du, wenn nichts zu tun bleibt?"
spa,Tom sabe mucho de historia americana.
fra,Je ne te lâche pas d'une semelle.
spa,Él sentía demasiada vergüenza para poder pronunciar una sola palabra delante de la multitud.
fra,Vous voulez une pomme ?
eng,I don't like it as much as taking care of children.
deu,Er stieg auf sein Fahrrad.
fra,Je crois qu'il convient de patienter encore un moment.
spa,Bordó su presentación.
fra,Tom a dit qu'il cherchait quelqu'un qui parle français.
ita,Disegni un cerchio.
eng,Tom said he wished I was more like Mary.
spa,Albergamos las mismas esperanzas.
spa,Deberías demandar a Tom.
spa,Traeme la revista.
deu,"Ich dachte, ich habe ein Geräusch gehört."
spa,Tom se resbaló.
ita,Voi potreste morire.
deu,Hey du! Was hast du da in der grünen Tasche?
fra,Je ne ferai pas de sieste.
fra,Au bureau nous sommes douze personnes.
eng,I've never had to go there before.
spa,No podía mentirle a Tom.
ita,Io spero che marciscano in prigione.
fra,"Tous les hommes sont mortels, Socrate est un homme, donc Socrate est mortel."
spa,"Para salvar la Tierra, todos tenemos que hacer algo."
eng,Tom wanted to buy an egg timer.
deu,Seeländisch ist eine Regionalsprache.
deu,"Ein gutes Pferd grast niemals da, wo es gelaufen ist."
eng,I'm not here just to look good.
ita,Amavo quell'episodio.
eng,Sami said that to his manager.
eng,How many species of birds do you think there are?
spa,Estoy buscando novelas eróticas de ciencia ficción.
spa,Me pregunto cuánto tiempo se quedará allí Tom.
deu,Warum kannst du die Dinge nicht nehmen wie sie sind?
ita,Chiuderesti la finestra?
spa,Ella tiene tantos libros como yo.
fra,Le hibou est un oiseau nocturne.
deu,"Deine Sache wird gefährdet, wenn das Nachbarhaus brennt."
spa,¿Dónde están tus papeles?
fra,"Celui qui dort, tout dort pour lui aussi."
ita,La capisce.
deu,"Es ist lange her, dass ich einen richtigen Urlaub hatte."
eng,Tell him what you want.
spa,Mentir está mal.
fra,Marie a les yeux noisette.
fra,Voir Paris et mourir !
deu,Ich würde ihm eigentlich seinen eigenen Weg überlassen.
deu,"Heute noch wird hier so getöpfert, wie die Ureinwohner das getan haben."
deu,Das kannst du dir aus dem Kopf schlagen.
ita,Mi piacciono prosciutto e uova.
spa,"Mientras dormimos, el cerebro está más activo que en ningún otro momento."
ita,Che cosa farete durante le vacanze estive?
eng,I was just looking for a job.
spa,"Desde la mañana, no hemos comido nada."
spa,La concentración es una cuestión de respeto.
eng,Why are Western leaders all afraid of Putin?
eng,Tom has a friend who's a wrestling coach.
fra,Il s'en fiche pas mal !
deu,Maria ist Toms Sekretärin.
ita,Non va a cercare qualcuno in Turchia.
spa,Nada parece bueno.
eng,Let's go in here.
spa,"Si Jason me llama, dile que no estoy."
deu,"Was gestern war, es ist vorbei, kommt erst der neue Tag herbei."
eng,He could stay here for a whole week.
deu,Auf diesem Grab liegen immer frische Blumen.
deu,In diesem Lande ist das Leben lustig! Wohin du schaust: Lachende Dritte.
spa,Esto no convenció a nadie.
spa,Tom y Mary cuelgan sus fotos en internet.
deu,Ich habe nur Augen für dich - ehrlich.
eng,Have you two met before?
ita,Io ho un brutto mal di denti.
fra,Il admit que j'avais raison.
deu,Ein Tag ohne Lachen ist ein verlorener Tag.
spa,¡Vengan sin falta!
eng,I know that Tom knows that Mary should do that.
fra,Qu'as-tu fait de cette voiture ?
ita,Io mi sono sentita isolata.
ita,Mi disse di stare molto attento.
deu,Leider darf man Bösewichter nicht zum Mond schießen.
ita,Dovreste provarlo!
deu,"Mögest du leben, so lange du willst, und es wollen, so lange du lebst."
fra,La nourriture japonaise va te manquer aux États-Unis.
ita,"Sono innamorato di te, ragazza."
fra,Les phoques peuvent-ils se défendre contre les ours polaires ?
spa,Estos días has trabajado mucho. ¿No estás cansado?
eng,Tom tried to ignored the dog that was begging for food.
deu,Ich hätte noch eine Frage.
fra,Sami rigolait à propos de ça.
eng,The city hall is very old.
eng,We respect Tom a lot.
ita,È stato arrestato per omicidio.
deu,Heute scheint der Mond außergewöhnlich groß zu sein.
deu,Wie ist hier das Wasser?
deu,"Wählen Sie eine Partei nicht nur deshalb, weil Ihre Eltern oder Freunde die Partei wählen."
deu,"Ich weiß nicht genau, wo."
eng,I think he's a serious and reliable person.
eng,I'm having an allergic reaction.
deu,"Tom hat mich geschickt, daß ich Sie beschütze."
spa,"¿Qué te gusta más, los perros o los gatos?"
deu,Ich will Tom sagen daß du es gesagt hast.
deu,Tom wohnt in einer verkehrsreichen Straße.
ita,Il motore si è acceso.
fra,Une enquête récente révèle que la densité d'habitation dans la capitale diminue.
deu,Wenn der Arzt nur etwas früher gekommen wäre!
fra,Elle nous les a bien expliquées.
spa,¿Cuántos días usualmente toma llegar allá?
eng,Sami is your aunt's ex-husband.
spa,Mi apartamento es acogedor.
deu,"Denken ist die schwerste Arbeit, die es gibt, deshalb beschäftigen sich auch nur wenige damit."
ita,Hanno tolto l'ultima speranza al paese?
deu,"Alte Häute sind zäh und bedürfen viel Gerbens, das sie aber nicht leiden."
eng,I knew Tom knew why Mary had to do that yesterday.
eng,There is a time and place for everything.
ita,Mi fu detto di andare a casa.
ita,Li voglio stringere.
deu,Meine Muttersprache ist Luxemburgisch.
ita,Dicono che non sono ancora assonnate.
eng,What do you think Tom is going to do?
fra,Je ne parle qu'un peu l'espagnol.
fra,Tom était visiblement épuisé.
fra,Il me paraissait sympathique.
fra,Est-ce que vous êtes malheureux ?
deu,Ich muss mir die Hände waschen und mir die Zähne putzen.
fra,J'en donnerais plus mais je n'en ai plus.
eng,Sami was in front of the school.
ita,Io ho visto un cane attraversare il fiume a nuoto.
spa,La estupidez humana es internacional.
deu,Ich möchte ihn wirklich beeindrucken.
fra,Tom a décidé qu'il était temps d'apprendre à danser.
eng,Tom's life was destroyed.
ita,Voi siete perfette in tutto.
fra,Il partira en voyage à Ait Hella.
ita,Dissi a Tom di non urlare.
deu,Maria trat auf den Karton ein.
eng,There are trees on both sides of the street.
fra,Je ne partage pas votre point de vue.
fra,On n'est pas censé boire dans ce théâtre.
spa,Iba a ascender al trono.
fra,C'est lui qui vous a encaissé.
spa,Soy un hombre muy religioso y creo en la vida después de la muerte.
eng,"You like to hunt, don't you?"
deu,Alles ist bloß ein Zufall? Ich glaube nicht.
fra,Tom a trouvé cela un peu bizarre.
ita,È un'immagine molto bella.
eng,Mary said that she was motivated to do that.
eng,Dates are good.
fra,Donnez-moi une minute avec elle.
ita,La odiavano.
ita,Ho bisogno di uno strumento per strappare le erbacce nel mio giardino.
spa,Estoy lleno de alegría.
spa,No lleva mucho tiempo.
fra,Je devrais déjà y être.
ita,Ordinai l'agnello.
fra,"De toute façon, elle est la seule fautive."
spa,Inicié el trabajo de liberación e instauré el régimen de libertad social.
eng,I thought Tom and Mary were going to ask everyone not to do that.
fra,Il est en train de dessiner une image.
ita,Sono cresciuta qui a Boston.
spa,Puede ser fatal.
deu,Er lag auf dem Bett.
deu,Ich lerne zwei Sprachen.
ita,I cani cominciarono ad abbaiare.
deu,Er geht schnell.
ita,Vi dovreste scusare con lei.
ita,Donald era terrorizzato dai ragni.
spa,¿Puedes venir a mi casa cuando termines?
spa,"No eres bueno en topología. Por supuesto, el sur de un globo podría estar en la cima."
eng,My daughters Hanako and Svetlana are experts in ikebana.
eng,Yanni drove off.
ita,Rimandai.
spa,El bebe dormía profundamente en los brazos de su madre.
fra,"Cette chaise est très agréable, elle est confortable et soutient bien le dos."
fra,Quel beau poupon !
spa,Ellos no pueden protegernos para siempre.
eng,Your smile makes my day brighter.
spa,Solo soy un mensajero.
spa,Puedo cuidarme a mí misma.
fra,Je ne sais où je dois aller.
ita,Escono?
spa,No lo consultes con la almohada.
fra,Je ne peux plus marcher.
spa,Este año es bisiesto.
ita,Perché sei così bello?
eng,She washes her own dress.
ita,Conoscete l'indirizzo di casa di Tom?
deu,Wie lange wird diese alte Bruchbude noch hier an der Straße stehen?
eng,One of my friends can speak French fairly well.
deu,"Für dich, damit du auf andere Ideen kommst."
eng,Flavio had some homework to do that day.
deu,Maria hat ihr Make-Up im Spiegel überprüft.
ita,Voglio che la chiamiate adesso.
deu,Die Polizei wird Sie ins Gefängnis stecken.
eng,Tom already knows why Mary did that.
deu,"Wie würdest du vorschlagen, daß wir dieses Problem beheben?"
deu,"Du hast dich im Datum vertan, als du den Scheck ausgefüllt hast."
deu,"Ich scheue mich davor, Löcher in eine frisch verputzte Wand zu machen."
spa,¡Nunca antes había visto yo una medusa tan grande y larga! ¿Es peligrosa?
fra,Il est jésuite.
ita,Dan lo cercherà.
fra,Je suis l'esprit qui conduit le bateau de mon cœur.
ita,Loro non frastorneranno gli studenti.
spa,Fui al supermercado y compré tres naranjas además de dos botellas de refrescos.
ita,"Tom è abbastanza romantico, vero?"
ita,Loro stanno mangiando del pane.
spa,Lo mejor es ir regularmente al dentista.
ita,Sono un idiota.
spa,¿Por qué no te levantas y caminas un poco?
eng,Tom usually eats breakfast in the kitchen.
spa,Estamos deseando ayudaros.
spa,Debo estar ahí antes de las siete.
spa,No deberíamos juzgar a la gente por su apariencia.
ita,Partecipavano agli eventi di beneficenza organizzati dalla moschea.
ita,Noi abbiamo tutte finito qua.
spa,¿Detecto un poco de sarcasmo en tu respuesta?
spa,Estás tan sudado.
fra,"En général, tu préfères les rayures ou les pois ?"
ita,Non dobbiamo ridere dei poveri.
ita,Adora i suoi genitori.
ita,Si chiamano quasi ogni giorno.
fra,Débrouillez-vous pour trouver une solution rapidement.
ita,Mio nonno era un mugnaio.
deu,Wir haben diese Stadt gebaut.
ita,"Spegni il telefonino, per favore."
ita,La chiave che stai cercando è questa?
eng,Stand by for my orders.
deu,Sie stand inmitten der Schlossruine.
spa,La botella está llena.
deu,Der Junge ist mir absichtlich auf den Fuß getreten.
deu,"Ich glaube, dass Tom vor dem Dunkeln Angst hat."
deu,Sie kehrte nach Afrika zurück.
ita,"Non ascoltare le critiche, vai dritto per la tua strada."
deu,"Tom trägt normalerweise eine Brille, wenn er liest."
ita,Io non faccio questo genere di lavoro.
eng,Is she looking at me?
fra,Vous êtes très vive.
deu,Es ging rein.
fra,Merci de me montrer comment on fait ça.
eng,How is Tom?
fra,Il y a une souris dans le cellier.
fra,Cette coutume est devenue très répandue.
deu,"Tom entschied, allein zur Arbeit zu gehen."
spa,La cesta estaba llena de fresas.
fra,Il est vexé.
fra,C'était vraiment mauvais.
ita,Leggete la sinopsi.
ita,Tom vuole andare con lei.
fra,"C'est une très bonne danseuse, n'est-ce pas ?"
spa,Quedé perplejo.
eng,All of this is your fault.
eng,He throws himself headlong into everything he undertakes.
deu,Wessen Kleid ist blau?
deu,Sie mag jedes Gemüse außer Kohl.
deu,"Bitte tu, was du kannst!"
deu,"Du hast verloren, gib auf!"
spa,Hablamos japonés.
ita,Vedete la stella?
fra,"Nous avons toutes sauté dans l'eau, au même moment."
spa,¿Por qué te los prestaron?
ita,Il treno si è fermato.
deu,Darf ich einen Moment das Fenster aufmachen?
fra,"S'il pleut demain, elle ne viendra pas ici."
fra,Mon chien est intelligent.
ita,Ho dato loro tutti i miei soldi.
deu,Packe es bitte ein.
fra,Qu'elle apprenne l'espéranto.
deu,"Als Gastschüler ist es sehr wichtig, sich an die Gegebenheiten im anderen Land anzupassen."
fra,Elles ont porté l'eau dans des seaux.
ita,Mary mente sulla sua età.
ita,Tu capisci il finlandese?
deu,"Sage mir, wenn Rosi anruft."
eng,We're all housewives.
deu,Hast du deine Frau gestern Nacht in der Küche eingeschlossen?
fra,Le chien leur aboie dessus.
fra,Quand décida-t-il de rester ici ?
fra,Je le regarde.
ita,Lei aveva paura di attraversare la strada.
ita,Forse dovrebbe vedere un dottore.
ita,Tom ha raccontato a Mary una storia divertente.
eng,Tom hurt his back while shovelling snow.
deu,Ich bin nicht sehr alt.
eng,Tom said that he's done all of that.
eng,You've got to trust me on this.
eng,Tom seems to know what he's talking about.
deu,Er fuhr mit dem Auto nach Boston.
deu,Die Dorfbewohner nahmen eine Flurbereinigung vor.
fra,Ces choses sont-elles les tiennes ?
spa,¿A quiénes te refieres con esas palabras tan despreciativas?
spa,Aquí hay un antiguo museo.
ita,"Non hai messo il sale nella pasta, che devo fare con te? Bisogna insegnarti tutto!"
fra,Ta mère est à la maison ?
spa,El tren ya se marchó.
deu,Mein Plan ist anders als deiner.
fra,Il étudie.
spa,"Él no sabe nadar en absoluto, pero esquiando es el número uno."
deu,Ich esse eine Banane.
spa,La puerta cedió a mi presión.
fra,On n'a pas déménagé à Afensou.
fra,Il a l'air d'un insecte.
eng,Karl let go of Amelia.
deu,Ich liebe den Sohn des ärgsten Feindes meines Vaters.
eng,Yanni left the theater.
ita,Andrebbe comunque bene la mia proposta?
deu,Möchtest du noch einen Keks?
deu,Sieh mal das Mädchen dort mit den langen Haaren.
spa,En los muros de la caverna aparecen varias figuras teriántropas.
spa,La lámpara vieja dio una luz tenue.
deu,Ich bräuchte ein paar Ratschläge.
fra,Il ne peut pas détourner les yeux d'elle.
eng,The father went fishing.
spa,Las ardillas rojas del parque tiene el pecho completamente blanco; parece como si llevaran mandil.
spa,La policía culpó al taxista del accidente.
fra,J'ai transmis un message à Tom.
deu,Ihm gefällt der neue Wagen.
ita,Io non penso che Tom e Mary abbiano molti weekend liberi.
ita,Cosa ti fa piangere?
deu,Es ist jetzt 14:30 Uhr.
ita,Io non voglio morire qui.
ita,Non sentite la mancanza di vostro padre?
deu,Die Wahrheit kam schließlich bei seinem Prozess heraus.
deu,Tom ist sehr ruhig.
fra,Elle a recruté les deux cuisiniers pour le restaurant.
ita,Perché dovrei fermarli?
ita,Avete visto Blackadder?
fra,Les chenilles sont des larves de papillons.
deu,"Tom trinkt seinen Tee ungezuckert, aber mit Milch."
fra,Tu finiras sûrement par trouver.
deu,Die Katze wird gemocht.
eng,There were only three boys in the room.
deu,"Ich wohne in Weißrußland, und darauf bin ich stolz."
deu,Er ist ungenießbar.
deu,Dieser Stift ist rot.
spa,Tom tenía dificultad para pensar con claridad.
eng,Damiano caused the fire.
spa,¿Puedes parar de gritar?
spa,"Te sientes sola, ¿verdad?"
fra,J'ai été incapable de résoudre le problème pour le moment.
spa,¿Quiénes son tus padres?
eng,Ziri and Rima were inseparable.
eng,My room has only one window.
deu,Ich stahl den Ring.
ita,Sa che ore sono?
eng,You're angry.
deu,"Er fängt bald diese, bald jene Arbeit an."
deu,In Ägypten ist kein Ende der Proteste in Sicht.
deu,Wie findest Du dieses Haus?
